id_venta;sucursal;fecha;producto;cantidad;precio_unitario;total;vendedor
V00982;Quito;19/01/2025;Aire Acondicionado;1;268,72;268,72;María José Andrade
V00983;Quito;01/08/2025;Licuadora;3;90,52;271,56;Lucía Muñoz;
V00984;Quito;09/06/2025;Licuadora;3;609,22;1827,66;José Luis Solórzano
V00985;Guayaquil;22/02/2025;Batidora;3;816,40;2449,20;Andrés Villón
V00986;Cuenca;14/03/2025;Ventilador;2;369,72;739,44;Lucía Muñoz
V00987;Guayaquil;23/06/2025;Batidora;5;776,53;3882,65;Ramiro Zambrano
V00988;Quito;17/03/2025;Cafetera;5;86,14;430,70;Lucía Muñoz
V00989;Guayaquil;15/02/2025;Cocineta;3;18,01;54,03;Lucía Muñoz
V00990;Cuenca;05/08/2025;Batidora;3;676,01;2028,03;Gabriela Cárdenas
V00991;Cuenca;02/06/2025;Cafetera;4;204,98;819,92;Andrés Villón
V00992;Quito;23/01/2025;Cafetera;3;143,77;431,31;Paola Vélez
V00993;Cuenca;08/07/2025;Licuadora;3;480,03;1440,09;María José Andrade
V00994;Cuenca;24/08/2025;Licuadora;5;595,09;2975,45;Gabriela Cárdenas
V00995;Quito;02/08/2025;Ventilador;4;90,89;363,56;María José Andrade
V00996;Cuenca;29/05/2025;Aire Acondicionado;3;341,13;1023,39;Gabriela Cárdenas
V00997;Quito;01/03/2025;Aire Acondicionado;3;280,98;842,94;María José Andrade
V00998;Guayaquil;05/05/2025;Televisión;2;631,59;1263,18;Andrés Villón
V00999;Guayaquil;17/07/2025;Cocineta;3;551,60;1654,80;Ramiro Zambrano
V01000;Quito;15/03/2025;Cocineta;4;232,12;Lucía Muñoz
V01001;Guayaquil;07/02/2025;Cocineta;1;309,21;309,21;José Luis Solórzano
V01002;Guayaquil;03/05/2025;Lavadora;1;125,27;125,27;Ramiro Zambrano
V01003;Guayaquil;16/04/2025;Microondas;5;136,49;682,45;Lucía Muñoz
V01004;Guayaquil;02/04/2025;Licuadora;3;435,80;1307,40;José Luis Solórzano
V01005;Cuenca;15/04/2025;Batidora;3;140,64;421,92;Paola Vélez
V01006;Guayaquil;19/02/2025;Lavadora;2;677,34;1354,68;Andrés Villón
V01007;Cuenca;25/03/2025;Batidora;1;403,01;403,01;María José Andrade
V01008;Quito;01/06/2025;Aire Acondicionado;4;257,61;1030,44;Andrés Villón
V01009;Quito;19/06/2025;Televisión;1;24,51;24,51;Fernando Peña
V01010;Guayaquil;15/01/2025;Batidora;5;36,65;183,25;Andrés Villón
V01011;Cuenca;18/06/2025;Licuadora;2;719,78;1439,56;Paola Vélez
V01012;Guayaquil;18/01/2025;Lavadora;1;90,59;90,59;Paola Vélez
V01013;Quito;23/06/2025;Licuadora;4;912,67;3650,68;Lucía Muñoz
V01014;Quito;11/04/2025;Batidora;5;648,66;3243,30;José Luis Solórzano
V01015;Guayaquil;07/07/2025;Aire Acondicionado;3;578,51;1735,53;Gabriela Cárdenas
V01016;Cuenca;08/05/2025;Aire Acondicionado;4;281,30;1125,20;Paola Vélez
V01017;Cuenca;03/05/2025;Televisión;4;610,07;2440,28;María José Andrade
V01018;Cuenca;14/04/2025;Cafetera;1;771,85;771,85;José Luis Solórzano
V01019;Quito;09/08/2025;Microondas;3;244,91;734,73;Fernando Peña
V01020;Guayaquil;29/05/2025;Licuadora;4;266,43;1065,72;José Luis Solórzano
V01021;Quito;08/03/2025;Aire Acondicionado;3;666,91;2000,73;Andrés Villón
V01022;Guayaquil;23/08/2025;Refrigeradora;3;521,18;1563,54;Paola Vélez
V01023;Guayaquil;19/07/2025;Cocineta;5;725,99;3629,95;Lucía Muñoz
V01024;Quito;30/05/2025;Televisión;3;612,00;1836,00;María José Andrade
V01025;Guayaquil;10/02/2025;Televisión;3;800,55;2401,65;María José Andrade
V01026;Quito;13/08/2025;Aire Acondicionado;1;553,98;553,98;Paola Vélez
V01027;Quito;19/03/2025;Televisión;5;947,10;4735,50;María José Andrade
V01028;Quito;12/04/2025;Batidora;1;22,11;22,11;José Luis Solórzano
V01029;Guayaquil;22/06/2025;Batidora;5;244,58;1222,90;María José Andrade
V01030;Guayaquil;31/07/2025;Aire Acondicionado;2;519,23;1038,46;José Luis Solórzano
V01031;Cuenca;05/07/2025;Licuadora;4;730,04;2920,16;Paola Vélez
V01032;Quito;15/01/2025;Batidora;2;346,46;692,92;José Luis Solórzano
V01033;Quito;15/07/2025;Televisión;5;428,13;2140,65;Andrés Villón
V01034;Quito;18/05/2025;Licuadora;1;538,37;538,37;Paola Vélez
V01035;Guayaquil;01/05/2025;Batidora;3;47,31;141,93;Andrés Villón
V01036;Cuenca;27/06/2025;Ventilador;2;294,29;588,58;Gabriela Cárdenas
V01037;Quito;23/06/2025;Ventilador;5;663,65;3318,25;Ramiro Zambrano
V01038;Cuenca;24/01/2025;Batidora;5;837,59;4187,95;Paola Vélez
V01039;Quito;19/01/2025;Aire Acondicionado;5;607,09;3035,45;Gabriela Cárdenas
V01040;Quito;24/06/2025;Cafetera;1;423,49;423,49;Andrés Villón
V01041;Cuenca;19/01/2025;Aire Acondicionado;3;903,61;2710,83;Andrés Villón
V01042;Quito;02/02/2025;Cocineta;5;669,68;3348,40;Ramiro Zambrano
V01043;Cuenca;17/05/2025;Refrigeradora;5;93,28;466,40;Gabriela Cárdenas
V01044;Quito;21/05/2025;Batidora;3;474,83;1424,49;Ramiro Zambrano
V01045;Quito;25/05/2025;Ventilador;3;136,12;408,36;Paola Vélez
V01046;Cuenca;02/07/2025;Aire Acondicionado;2;749,63;1499,26;Paola Vélez
V01047;Cuenca;06/05/2025;Aire Acondicionado;4;744,12;2976,48;José Luis Solórzano
V01048;Cuenca;27/01/2025;Cocineta;3;223,52;670,56;Ramiro Zambrano
V01049;Cuenca;10/03/2025;Ventilador;3;901,64;2704,92;José Luis Solórzano
V01050;Guayaquil;12/02/2025;Refrigeradora;2;283,82;567,64;Lucía Muñoz
V01051;Quito;06/07/2025;Ventilador;4;469,01;1876,04;Paola Vélez
V01052;Guayaquil;21/07/2025;Batidora;1;449,79;449,79;Gabriela Cárdenas
V01053;Guayaquil;22/07/2025;Televisión;5;711,43;3557,15;Lucía Muñoz
V01054;Guayaquil;17/06/2025;Lavadora;3;94,27;282,81;Andrés Villón
V01055;Quito;15/06/2025;Microondas;5;535,69;2678,45;Lucía Muñoz
V01056;Quito;19/03/2025;Lavadora;2;39,25;78,50;Andrés Villón
V01057;Cuenca;12/03/2025;Cocineta;1;99,05;99,05;José Luis Solórzano
V01058;Cuenca;15/02/2025;Refrigeradora;3;318,66;955,98;María José Andrade
V01059;Cuenca;22/03/2025;Cafetera;4;549,49;2197,96;Paola Vélez
V01060;Quito;12/06/2025;Microondas;4;451,47;1805,88;María José Andrade
V01061;Cuenca;30/06/2025;Ventilador;3;781,79;2345,37;María José Andrade
V01062;Guayaquil;22/08/2025;Ventilador;5;41,88;209,40;Fernando Peña
V01063;Cuenca;10/08/2025;Microondas;4;165,07;660,28;José Luis Solórzano
V01064;Cuenca;28/07/2025;Cocineta;4;559,69;2238,76;Fernando Peña
V01065;Cuenca;22/06/2025;Ventilador;1;641,11;641,11;Lucía Muñoz
V01066;Cuenca;31/07/2025;Cocineta;2;727,89;1455,78;Ramiro Zambrano
V01067;Cuenca;08/03/2025;Refrigeradora;5;447,82;2239,10;Ramiro Zambrano
V01068;Cuenca;01/04/2025;Cocineta;1;696,46;696,46;José Luis Solórzano
V01069;Guayaquil;20/08/2025;Refrigeradora;5;300,52;1502,60;Andrés Villón
V01070;Guayaquil;04/06/2025;Licuadora;4;661,85;2647,40;Ramiro Zambrano;
V01071;Guayaquil;03/05/2025;Lavadora;2;188,61;377,22;Ramiro Zambrano
V01072;Guayaquil;27/06/2025;Microondas;2;275,65;551,30;Andrés Villón
V01073;Cuenca;22/03/2025;4;546,23;2184,92;Gabriela Cárdenas
V01074;Guayaquil;21/06/2025;Cocineta;4;900,31;3601,24;Andrés Villón
V01075;Quito;06/07/2025;Batidora;5;723,50;3617,50;Paola Vélez
V01076;Guayaquil;04/06/2025;Ventilador;3;645,55;1936,65;Paola Vélez
V01077;Cuenca;07/06/2025;Cocineta;2;449,27;898,54;Fernando Peña
V01078;Cuenca;19/02/2025;Lavadora;1;258,94;258,94;María José Andrade
V01079;Cuenca;06/05/2025;Lavadora;3;188,54;565,62;Paola Vélez
V01080;Guayaquil;14/06/2025;Cocineta;5;422,19;2110,95;Ramiro Zambrano
V01081;Cuenca;15/07/2025;Batidora;4;344,88;1379,52;Gabriela Cárdenas
V01082;Quito;17/06/2025;Aire Acondicionado;4;915,64;3662,56;Gabriela Cárdenas
V01083;Quito;21/04/2025;Batidora;3;308,92;926,76;Ramiro Zambrano
V01084;Guayaquil;16/03/2025;Licuadora;5;935,28;4676,40;Fernando Peña
V01085;Cuenca;02/01/2025;Cafetera;3;144,69;434,07;José Luis Solórzano
V01086;Guayaquil;03/03/2025;Licuadora;1;193,83;193,83;Fernando Peña
V01087;Cuenca;20/06/2025;Refrigeradora;4;452,43;1809,72;Fernando Peña
V01088;Quito;26/02/2025;Refrigeradora;4;555,09;2220,36;Gabriela Cárdenas
V01089;Guayaquil;31/07/2025;Aire Acondicionado;4;441,12;1764,48;Gabriela Cárdenas
V01090;Guayaquil;23/02/2025;Aire Acondicionado;1;443,66;443,66;José Luis Solórzano
V01091;Cuenca;04/04/2025;Ventilador;5;601,82;3009,10;Gabriela Cárdenas
V01092;Cuenca;19/04/2025;Ventilador;2;316,34;632,68;Fernando Peña
V01093;Guayaquil;23/01/2025;Cafetera;2;250,98;501,96;Gabriela Cárdenas
V01094;Quito;24/06/2025;Cafetera;1;872,12;872,12;Ramiro Zambrano
V01095;Quito;01/02/2025;Refrigeradora;5;240,41;1202,05;Lucía Muñoz
V01096;Cuenca;26/08/2025;Ventilador;4;121,59;486,36;Fernando Peña
V01097;Quito;25/08/2025;Licuadora;1;482,64;482,64;Gabriela Cárdenas
V01098;Cuenca;05/07/2025;Aire Acondicionado;4;47,83;191,32;Gabriela Cárdenas
V01099;Quito;13/01/2025;Refrigeradora;5;220,23;1101,15;Paola Vélez
V01100;Guayaquil;15/03/2025;Lavadora;1;855,66;855,66;Fernando Peña
V01101;Quito;06/01/2025;Licuadora;2;255,79;511,58;María José Andrade
V01102;Quito;07/01/2025;Lavadora;5;161,98;809,90;Fernando Peña
V01103;Quito;02/05/2025;Microondas;2;285,72;571,44;Fernando Peña
V01104;Cuenca;31/01/2025;Refrigeradora;3;432,29;1296,87;María José Andrade
V01105;Quito;18/02/2025;Microondas;2;481,93;963,86;José Luis Solórzano
V01106;Cuenca;25/05/2025;Cafetera;2;477,55;955,10;Paola Vélez
V01107;Guayaquil;09/01/2025;Licuadora;4;812,25;3249,00;Andrés Villón
V01108;Quito;08/02/2025;Microondas;1;313,50;313,50;Andrés Villón
V01109;Guayaquil;01/03/2025;Batidora;3;865,77;2597,31;Paola Vélez
V01110;Guayaquil;17/08/2025;Televisión;1;617,99;617,99;José Luis Solórzano
V01111;Quito;23/04/2025;Refrigeradora;3;453,48;1360,44;María José Andrade
V01112;Quito;21/08/2025;Televisión;1;377,30;377,30;Fernando Peña
V01113;Guayaquil;04/07/2025;Microondas;2;443,11;886,22;Lucía Muñoz
V01114;Guayaquil;04/01/2025;Licuadora;2;835,16;1670,32;Lucía Muñoz
V01115;Cuenca;01/04/2025;Aire Acondicionado;4;865,28;3461,12;Ramiro Zambrano
V01116;Guayaquil;26/06/2025;Cocineta;2;538,83;1077,66;María José Andrade
V01117;Guayaquil;08/05/2025;Ventilador;4;95,41;381,64;Gabriela Cárdenas
V01118;Guayaquil;05/07/2025;Ventilador;1;421,72;421,72;Lucía Muñoz
V01119;Cuenca;28/03/2025;Batidora;3;107,73;323,19;María José Andrade
V01120;Cuenca;11/06/2025;Licuadora;3;53,56;160,68;Lucía Muñoz
V01121;Cuenca;12/07/2025;Televisión;1;705,38;705,38;Lucía Muñoz
V01122;Quito;13/04/2025;Aire Acondicionado;4;816,68;3266,72;Andrés Villón
V01123;Quito;30/05/2025;Cocineta;4;695,54;2782,16;Lucía Muñoz
V01124;Quito;19/05/2025;Lavadora;3;120,22;360,66;Gabriela Cárdenas
V01125;Guayaquil;20/01/2025;Cafetera;4;152,57;610,28;Paola Vélez
V01126;Cuenca;01/04/2025;Ventilador;4;924,41;3697,64;José Luis Solórzano
V01127;Cuenca;30/04/2025;Cocineta;5;868,41;4342,05;Lucía Muñoz
V01128;Cuenca;17/07/2025;Refrigeradora;2;510,72;1021,44;Andrés Villón
V01129;Cuenca;11/07/2025;Cocineta;3;600,33;1800,99;Gabriela Cárdenas
V01130;Cuenca;24/06/2025;Televisión;5;97,87;489,35;María José Andrade
V01131;Quito;30/01/2025;Licuadora;2;478,98;957,96;Andrés Villón
V01132;Cuenca;28/01/2025;Televisión;3;220,19;660,57;Paola Vélez
V01133;Guayaquil;08/06/2025;Aire Acondicionado;3;877,24;2631,72;Fernando Peña
V01134;Guayaquil;08/08/2025;Refrigeradora;2;88,02;176,04;Paola Vélez
V01135;Cuenca;21/05/2025;Televisión;3;583,61;1750,83;Paola Vélez
V01136;Cuenca;09/04/2025;Microondas;5;767,68;3838,40;Fernando Peña
V01137;Guayaquil;15/01/2025;Lavadora;3;703,61;2110,83;María José Andrade
V01138;Cuenca;09/04/2025;Aire Acondicionado;2;879,29;1758,58;Lucía Muñoz
V01139;Cuenca;12/08/2025;Cafetera;5;312,65;1563,25;Lucía Muñoz
V01140;Guayaquil;15/02/2025;Batidora;5;202,96;1014,80;Gabriela Cárdenas
V01141;Guayaquil;13/04/2025;Ventilador;1;630,35;630,35;José Luis Solórzano
V01142;Quito;19/07/2025;Microondas;5;552,07;2760,35;Gabriela Cárdenas
V01143;Cuenca;19/01/2025;Cafetera;4;309,09;1236,36;Andrés Villón
V01144;Quito;12/02/2025;Cocineta;5;119,06;595,30;Ramiro Zambrano;
V01145;Guayaquil;19/04/2025;Cocineta;2;750,60;1501,20;José Luis Solórzano
V01146;Guayaquil;08/07/2025;Licuadora;5;830,58;4152,90;Gabriela Cárdenas
V01147;Guayaquil;02/05/2025;Refrigeradora;4;218,18;872,72;José Luis Solórzano
V01148;Quito;Microondas;2;549,70;1099,40;Lucía Muñoz
V01149;Quito;06/01/2025;Licuadora;4;515,78;2063,12;Gabriela Cárdenas
V01150;Quito;02/07/2025;Batidora;4;229,02;916,08;Lucía Muñoz
V01151;Cuenca;22/03/2025;Refrigeradora;2;35,53;71,06;Gabriela Cárdenas
V01152;Cuenca;01/07/2025;Televisión;1;688,30;688,30;Paola Vélez
V01153;Guayaquil;07/08/2025;Refrigeradora;3;190,30;570,90;Gabriela Cárdenas
V01154;Quito;17/01/2025;Ventilador;1;510,39;510,39;Ramiro Zambrano
V01155;Quito;22/03/2025;Batidora;5;860,23;4301,15;Lucía Muñoz
V01156;Quito;10/06/2025;Cocineta;4;774,65;3098,60;Lucía Muñoz
V01157;Guayaquil;04/06/2025;Cocineta;2;114,17;228,34;Andrés Villón
V01158;Cuenca;30/01/2025;Cafetera;3;938,62;2815,86;Ramiro Zambrano
V01159;Quito;06/07/2025;Refrigeradora;2;878,49;1756,98;Gabriela Cárdenas
V01160;Guayaquil;08/02/2025;Lavadora;4;757,79;3031,16;Lucía Muñoz
V01161;Guayaquil;26/05/2025;Licuadora;2;346,93;693,86;Andrés Villón
V01162;Guayaquil;22/07/2025;Microondas;1;474,62;474,62;María José Andrade
V01163;Guayaquil;15/07/2025;Microondas;1;851,85;851,85;María José Andrade
V01164;Cuenca;18/05/2025;Licuadora;2;255,99;511,98;Gabriela Cárdenas
V01165;Quito;24/01/2025;Refrigeradora;1;810,24;810,24;María José Andrade
V01166;Guayaquil;07/01/2025;Cafetera;2;232,51;465,02;María José Andrade
V01167;Quito;21/05/2025;Refrigeradora;4;477,65;1910,60;Fernando Peña
V01168;Guayaquil;26/03/2025;Cafetera;2;804,43;1608,86;Ramiro Zambrano
V01169;Quito;18/01/2025;Cocineta;1;796,73;796,73;José Luis Solórzano
V01170;Guayaquil;26/08/2025;Microondas;4;699,29;2797,16;José Luis Solórzano
V01171;Cuenca;19/05/2025;Licuadora;2;483,92;967,84;Paola Vélez
V01172;Cuenca;21/03/2025;Microondas;4;80,82;323,28;Fernando Peña
V01173;Cuenca;21/02/2025;Ventilador;5;573,43;2867,15;Andrés Villón
V01174;Guayaquil;09/08/2025;Cafetera;1;484,19;484,19;María José Andrade
V01175;Cuenca;22/03/2025;Batidora;5;878,88;4394,40;Lucía Muñoz
V01176;Quito;01/06/2025;Aire Acondicionado;3;220,51;661,53;Paola Vélez
V01177;Cuenca;23/04/2025;Batidora;4;388,15;1552,60;Ramiro Zambrano
V01178;Quito;20/02/2025;Lavadora;3;768,02;2304,06;José Luis Solórzano
V01179;Cuenca;02/04/2025;Licuadora;4;455,17;1820,68;José Luis Solórzano
V01180;Guayaquil;24/01/2025;Cocineta;5;727,51;3637,55;Ramiro Zambrano
V01181;Guayaquil;11/06/2025;Ventilador;2;857,42;1714,84;Gabriela Cárdenas
V01182;Guayaquil;24/03/2025;Batidora;1;81,80;81,80;María José Andrade
V01183;Cuenca;27/08/2025;Refrigeradora;4;435,91;1743,64;Ramiro Zambrano
V01184;Cuenca;13/03/2025;Batidora;4;51,67;206,68;Fernando Peña
V01185;Cuenca;24/08/2025;Aire Acondicionado;1;479,34;479,34;Fernando Peña
V01186;Quito;23/03/2025;Lavadora;2;534,15;1068,30;Fernando Peña
V01187;Guayaquil;11/02/2025;Televisión;3;475,95;1427,85;José Luis Solórzano;
V01188;Quito;27/06/2025;Aire Acondicionado;5;156,29;781,45;María José Andrade
V01189;Guayaquil;12/07/2025;Ventilador;4;606,60;2426,40;Fernando Peña
V01190;Quito;28/02/2025;Batidora;4;240,22;960,88;Andrés Villón
V01191;Guayaquil;25/06/2025;Cocineta;5;877,27;4386,35;Fernando Peña
V01192;Cuenca;24/06/2025;Cafetera;5;573,35;2866,75;José Luis Solórzano
V01193;Quito;29/04/2025;Cafetera;5;815,90;4079,50;José Luis Solórzano
V01194;Guayaquil;23/07/2025;Cafetera;3;599,43;1798,29;Fernando Peña
V01195;Cuenca;30/07/2025;Aire Acondicionado;5;50,61;253,05;Gabriela Cárdenas
V01196;Guayaquil;12/06/2025;Batidora;5;343,34;1716,70;Lucía Muñoz
V01197;Cuenca;15/05/2025;Microondas;4;493,14;1972,56;María José Andrade
V01198;Cuenca;21/04/2025;Cafetera;1;105,99;105,99;Gabriela Cárdenas
V01199;Cuenca;03/07/2025;Microondas;5;921,65;4608,25;José Luis Solórzano
V01200;Quito;19/06/2025;Microondas;5;658,35;3291,75;Ramiro Zambrano
V01201;Cuenca;24/01/2025;Cocineta;2;739,46;1478,92;Paola Vélez
V01202;Quito;07/05/2025;Batidora;5;760,11;3800,55;María José Andrade
V01203;Quito;23/08/2025;Televisión;5;176,09;880,45;Fernando Peña
V01204;Cuenca;26/07/2025;Cafetera;4;764,85;3059,40;Paola Vélez
V01205;Guayaquil;25/04/2025;Ventilador;5;814,33;4071,65;María José Andrade
V01206;Guayaquil;31/05/2025;Televisión;3;126,60;379,80;José Luis Solórzano
V01207;Quito;23/07/2025;Licuadora;1;936,26;936,26;Ramiro Zambrano
V01208;Guayaquil;26/08/2025;Refrigeradora;2;142,69;285,38;Fernando Peña
V01209;Cuenca;31/03/2025;Aire Acondicionado;3;867,95;2603,85;Fernando Peña
V01210;Quito;15/03/2025;Lavadora;1;40,72;40,72;Paola Vélez
V01211;Guayaquil;10/05/2025;Cafetera;1;534,69;534,69;Gabriela Cárdenas
V01212;Cuenca;01/01/2025;Cafetera;2;79,03;158,06;Fernando Peña
V01213;Guayaquil;17/03/2025;Ventilador;3;698,35;2095,05;María José Andrade
V01214;Quito;24/01/2025;Cocineta;1;451,59;451,59;María José Andrade
V01215;Quito;23/06/2025;Licuadora;1;835,66;835,66;Gabriela Cárdenas
V01216;Cuenca;10/02/2025;Ventilador;3;567,86;1703,58;Fernando Peña
V01217;Cuenca;15/04/2025;Refrigeradora;4;699,78;2799,12;Andrés Villón
V01218;Guayaquil;23/01/2025;Cafetera;1;710,72;710,72;Gabriela Cárdenas
V01219;Guayaquil;13/07/2025;Batidora;3;309,75;929,25;Andrés Villón
V01220;Cuenca;03/01/2025;Cocineta;4;331,90;1327,60;Fernando Peña
V01221;Quito;09/05/2025;Refrigeradora;2;553,89;1107,78;Gabriela Cárdenas
V01222;Guayaquil;09/03/2025;Refrigeradora;2;938,60;1877,20;Andrés Villón
V01223;Guayaquil;10/05/2025;Televisión;3;412,32;1236,96;Ramiro Zambrano
V01224;Cuenca;13/07/2025;Lavadora;2;53,26;106,52;Andrés Villón
V01225;Guayaquil;28/07/2025;Licuadora;2;762,98;1525,96;Gabriela Cárdenas
V01226;Cuenca;07/02/2025;Batidora;2;425,52;851,04;Ramiro Zambrano
V01227;Guayaquil;27/05/2025;Ventilador;4;433,77;1735,08;Paola Vélez
V01228;Quito;02/05/2025;Televisión;3;397,27;1191,81;María José Andrade
V01229;Quito;20/01/2025;Cocineta;4;587,23;2348,92;Fernando Peña
V01230;Cuenca;Ventilador;3;815,78;2447,34;Fernando Peña
V01231;Cuenca;22/08/2025;Microondas;2;717,46;1434,92;Andrés Villón
V01232;Guayaquil;17/03/2025;Cafetera;2;120,95;241,90;Paola Vélez
V01233;Cuenca;07/08/2025;Refrigeradora;3;140,92;Andrés Villón
V01234;Quito;10/02/2025;Aire Acondicionado;5;882,51;4412,55;Fernando Peña
V01235;Quito;17/04/2025;Refrigeradora;1;782,82;782,82;María José Andrade
V01236;Cuenca;25/07/2025;Ventilador;1;380,03;380,03;Ramiro Zambrano
V01237;Cuenca;05/08/2025;Batidora;2;94,19;188,38;Ramiro Zambrano
V01238;Quito;01/05/2025;Aire Acondicionado;1;911,87;911,87;Ramiro Zambrano
V01239;Cuenca;16/03/2025;Refrigeradora;1;913,30;913,30;María José Andrade
V01240;Cuenca;25/03/2025;Aire Acondicionado;2;594,59;1189,18;Fernando Peña
V01241;Quito;23/03/2025;Batidora;1;736,73;736,73;Gabriela Cárdenas
V01242;Guayaquil;30/01/2025;Microondas;1;709,14;709,14;Gabriela Cárdenas
V01243;Cuenca;02/07/2025;Refrigeradora;1;612,87;612,87;Paola Vélez
V01244;Cuenca;17/05/2025;Lavadora;3;935,60;2806,80;Gabriela Cárdenas
V01245;Guayaquil;18/07/2025;Batidora;1;178,18;178,18;Gabriela Cárdenas
V01246;Cuenca;14/02/2025;Cafetera;4;855,53;3422,12;Lucía Muñoz
V01247;Guayaquil;02/04/2025;Microondas;1;373,55;373,55;José Luis Solórzano
V01248;Quito;12/04/2025;Ventilador;1;378,30;378,30;Paola Vélez
V01249;Cuenca;20/03/2025;Televisión;1;872,69;872,69;Lucía Muñoz
V01250;Cuenca;15/04/2025;Microondas;4;872,34;3489,36;Paola Vélez
V01251;Quito;07/06/2025;Televisión;4;108,81;435,24;Lucía Muñoz
V01252;Guayaquil;31/07/2025;Aire Acondicionado;1;385,05;385,05;Gabriela Cárdenas
V01253;Guayaquil;25/01/2025;Cafetera;1;57,38;57,38;Fernando Peña
V01254;Cuenca;29/03/2025;Microondas;3;646,07;1938,21;Ramiro Zambrano
V01255;Guayaquil;19/07/2025;Microondas;3;560,79;1682,37;Fernando Peña
V01256;Quito;05/02/2025;Cocineta;2;369,39;738,78;José Luis Solórzano
V01257;Cuenca;25/05/2025;Cafetera;4;568,71;2274,84;Lucía Muñoz
V01258;Cuenca;10/04/2025;Batidora;2;667,38;1334,76;José Luis Solórzano
V01259;Guayaquil;13/01/2025;Microondas;1;736,17;736,17;Lucía Muñoz
V01260;Guayaquil;04/07/2025;Televisión;1;869,99;869,99;Paola Vélez
V01261;Guayaquil;20/01/2025;Licuadora;3;356,53;1069,59;Gabriela Cárdenas
V01262;Guayaquil;21/02/2025;Aire Acondicionado;3;894,76;2684,28;José Luis Solórzano
V01263;Cuenca;30/06/2025;Cafetera;5;72,82;364,10;Gabriela Cárdenas
V01264;Guayaquil;24/06/2025;Cafetera;5;676,53;3382,65;María José Andrade
V01265;Guayaquil;29/05/2025;Televisión;4;113,99;455,96;Fernando Peña
V01266;Quito;30/06/2025;Licuadora;2;192,70;385,40;Ramiro Zambrano
V01267;Quito;10/01/2025;Cocineta;4;151,51;606,04;Paola Vélez
V01268;Guayaquil;05/02/2025;Cocineta;2;875,65;1751,30;Ramiro Zambrano
V01269;Cuenca;28/08/2025;Refrigeradora;2;40,04;80,08;Fernando Peña
V01270;Quito;13/03/2025;Cocineta;5;540,18;2700,90;Paola Vélez
V01271;Guayaquil;05/04/2025;Refrigeradora;1;640,67;640,67;Fernando Peña
V01272;Quito;03/04/2025;Batidora;5;31,96;159,80;Andrés Villón
V01273;Quito;29/04/2025;Refrigeradora;4;258,00;1032,00;Gabriela Cárdenas
V01274;Quito;28/07/2025;Batidora;1;78,42;78,42;Fernando Peña
V01275;Quito;17/03/2025;Televisión;4;312,88;1251,52;Ramiro Zambrano
V01276;Quito;11/07/2025;Cocineta;3;120,98;362,94;María José Andrade
V01277;Cuenca;07/07/2025;Lavadora;4;879,17;3516,68;Lucía Muñoz
V01278;Guayaquil;07/01/2025;Aire Acondicionado;4;309,40;1237,60;Gabriela Cárdenas
V01279;Guayaquil;14/08/2025;Aire Acondicionado;4;588,64;2354,56;Fernando Peña
V01280;Cuenca;13/03/2025;Cafetera;3;219,09;657,27;Andrés Villón
V01281;Guayaquil;18/08/2025;Lavadora;2;122,55;245,10;Gabriela Cárdenas
V01282;Cuenca;09/08/2025;Lavadora;4;492,03;1968,12;Fernando Peña
V01283;Cuenca;03/05/2025;Lavadora;4;590,57;2362,28;Fernando Peña
V01284;Cuenca;19/02/2025;Aire Acondicionado;1;170,03;170,03;Fernando Peña
V01285;Cuenca;02/02/2025;Refrigeradora;2;908,41;1816,82;Lucía Muñoz
V01286;Cuenca;25/06/2025;Televisión;1;308,67;308,67;Gabriela Cárdenas
V01287;Cuenca;03/01/2025;Televisión;3;551,33;1653,99;José Luis Solórzano
V01288;Quito;02/06/2025;Cafetera;1;466,94;466,94;María José Andrade
V01289;Quito;13/05/2025;Licuadora;2;938,57;1877,14;Andrés Villón
V01290;Cuenca;28/05/2025;Cocineta;2;171,80;343,60;Gabriela Cárdenas
V01291;Cuenca;09/04/2025;Refrigeradora;3;302,41;907,23;Gabriela Cárdenas
V01292;Guayaquil;30/06/2025;Televisión;4;616,22;2464,88;María José Andrade
V01293;Guayaquil;15/06/2025;Ventilador;3;668,39;2005,17;María José Andrade
V01294;Cuenca;06/08/2025;Microondas;4;545,40;2181,60;Paola Vélez
V01295;Guayaquil;22/05/2025;Cafetera;1;58,20;58,20;Andrés Villón
V01296;Quito;22/07/2025;Aire Acondicionado;5;251,12;1255,60;Andrés Villón
V01297;Quito;26/06/2025;Microondas;5;346,32;1731,60;Ramiro Zambrano
V01298;Quito;27/08/2025;Televisión;1;545,04;545,04;Ramiro Zambrano
V01299;Cuenca;30/01/2025;Refrigeradora;2;325,49;650,98;Paola Vélez
V01300;Guayaquil;06/02/2025;Aire Acondicionado;4;753,24;3012,96;Lucía Muñoz
V01301;Cuenca;16/02/2025;Refrigeradora;1;949,98;949,98;Fernando Peña
V01302;Quito;04/05/2025;Aire Acondicionado;5;121,79;608,95;Andrés Villón
V01303;Cuenca;31/03/2025;Lavadora;2;557,27;1114,54;Gabriela Cárdenas
V01304;Guayaquil;30/03/2025;Microondas;2;800,07;1600,14;Paola Vélez
V01305;Quito;10/05/2025;Aire Acondicionado;2;350,52;701,04;Andrés Villón
V01306;Cuenca;13/06/2025;Televisión;2;319,97;639,94;Paola Vélez
V01307;Guayaquil;21/05/2025;Refrigeradora;2;204,00;408,00;Paola Vélez
